status,card_present_flag,txn_description,merchant_id,balance,date,gender,age,merchant_suburb,merchant_state,transaction_date_time,amount,customer_id,movement,customer_longitude,customer_latitude,merchant_longitude,merchant_latitude
posted,0,PAYMENT,,8196.14,2018-10-08,M,69,,,2018-10-08 20:00:00+00:00,64.0,CUS-1388323263,debit,144.96,-37.76,,
posted,0,PAYMENT,,115297.97,2018-10-08,M,42,,,2018-10-08 20:00:00+00:00,33.0,CUS-2819545904,debit,148.16,-23.52,,
posted,0,PAYMENT,,10117.85,2018-10-08,M,22,,,2018-10-08 20:00:00+00:00,73.0,CUS-326006476,debit,151.18,-33.80,,
posted,0,PAYMENT,,2288.51,2018-10-08,F,18,,,2018-10-08 20:00:00+00:00,61.0,CUS-3702001629,debit,153.09,-27.48,,
authorized,1,SALES-POS,04492b94-5be6-42f0-a8fa-93bc4c0f0e56,7236.13,2018-10-08,F,27,Success,WA,2018-10-08 20:01:38+00:00,10.63,CUS-3026014945,debit,116.06,-32.00,115.86,-32.13
authorized,0,SALES-POS,5f6c94bc-0ebe-4837-89f3-9bf9b4ce4438,3395.92,2018-10-08,M,24,Doncaster,VIC,2018-10-08 20:18:01+00:00,12.02,CUS-1433879684,debit,145.00,-37.83,145.13,-37.78
authorized,0,POS,45cfa91f-fbef-4168-93b9-b31432f44de6,5700.8,2018-10-08,M,42,Wentworthville,NSW,2018-10-08 20:34:25+00:00,15.94,CUS-3904958894,debit,150.90,-33.78,150.97,-33.81
authorized,1,POS,a071fbe0-788d-46dc-a3a2-71ee19e8670a,5002.2,2018-10-08,M,20,Ascot Vale,VIC,2018-10-08 20:50:49+00:00,9.26,CUS-3325710106,debit,145.04,-37.92,144.92,-37.77
authorized,0,SALES-POS,0c8856c2-d9ba-4ae4-8e61-c824f3d0025b,7732.99,2018-10-08,M,21,Breakwater,VIC,2018-10-08 21:05:38+00:00,10.55,CUS-537508723,debit,147.08,-37.97,144.37,-38.19
authorized,1,SALES-POS,9a10665e-b61b-4130-8951-b4db2a38edcd,38753.62,2018-10-08,M,21,Ascot Vale,VIC,2018-10-08 21:18:27+00:00,11.73,CUS-2059096722,debit,146.92,-36.07,144.92,-37.78
authorized,0,SALES-POS,bcc8035c-6300-4953-b19d-ca2ec063162b,6931.92,2018-10-08,F,41,South Melbourne,VIC,2018-10-08 21:31:16+00:00,129.76,CUS-2348881191,debit,144.93,-37.79,144.96,-37.84
authorized,1,POS,eb8be374-b244-43da-a09d-00c8e59df64d,5238.21,2018-10-08,F,24,Blackburn South,VIC,2018-10-08 21:44:06+00:00,10.39,CUS-3378712515,debit,145.45,-37.74,145.15,-37.83
authorized,0,POS,907956c3-283d-4f7e-80f9-d944b5735c30,1293.97,2018-10-08,F,26,Regents Park,NSW,2018-10-08 21:56:55+00:00,25.18,CUS-2487424745,debit,153.41,-27.95,151.02,-33.88
posted,0,PAYMENT,,10735.72,2018-10-08,M,19,,,2018-10-08 22:00:00+00:00,31.0,CUS-443776336,debit,115.98,-32.07,,
authorized,1,SALES-POS,a4f2e1b9-aebb-46b8-af8c-063aaf19b013,4990.11,2018-10-08,M,20,Balaclava,VIC,2018-10-08 22:16:10+00:00,12.09,CUS-3325710106,debit,145.04,-37.92,144.99,-37.87
authorized,1,SALES-POS,870eac62-f333-4db6-9c4d-97d6fc06af9c,15639.67,2018-10-08,M,24,Kin Kin,QLD,2018-10-08 22:37:26+00:00,21.18,CUS-51506836,debit,152.99,-27.49,152.88,-26.26
authorized,1,SALES-POS,f19f2a55-5bc6-4f5b-9c7a-48cdd07f6a44,3371.57,2018-10-08,M,24,Hoppers Crossing,VIC,2018-10-08 22:58:43+00:00,24.35,CUS-1433879684,debit,145.00,-37.83,144.68,-37.88
posted,0,INTER BANK,,4571.99,2018-10-08,F,27,,,2018-10-08 23:00:00+00:00,20.0,CUS-1739931018,debit,147.61,-37.82,,
posted,0,PAYMENT,,10152.48,2018-10-08,M,26,,,2018-10-08 23:00:00+00:00,61.0,CUS-880898248,debit,144.89,-37.69,,
authorized,1,POS,04ffe970-f440-4f47-bdd5-ba5ffe56db6b,4960.33,2018-10-09,M,20,Bairnsdale,VIC,2018-10-09 00:21:14+00:00,29.78,CUS-3325710106,debit,145.04,-37.92,147.63,-37.83
authorized,0,POS,0d40d160-af20-47eb-a715-c90935884964,5623.07,2018-10-09,M,42,Brighton-Le-Sands,NSW,2018-10-09 01:16:31+00:00,77.73,CUS-3904958894,debit,150.90,-33.78,151.15,-33.96
authorized,1,SALES-POS,49c35605-04d0-4fec-993d-de6bce1e4871,4934.74,2018-10-09,M,20,Doncaster East,VIC,2018-10-09 01:59:59+00:00,25.59,CUS-3325710106,debit,145.04,-37.92,145.16,-37.79
posted,0,INTER BANK,,1273.97,2018-10-09,F,26,,,2018-10-09 02:00:00+00:00,20.0,CUS-2487424745,debit,153.41,-27.95,,
posted,0,INTER BANK,,17283.43,2018-10-09,M,42,,,2018-10-09 02:00:00+00:00,159.0,CUS-3395687666,debit,149.03,-35.25,,
posted,0,PAYMENT,,5532.07,2018-10-09,M,42,,,2018-10-09 02:00:00+00:00,91.0,CUS-3904958894,debit,150.90,-33.78,,
posted,0,INTER BANK,,19340.57,2018-10-09,F,35,,,2018-10-09 03:00:00+00:00,17.0,CUS-2155701614,debit,144.96,-37.84,,
posted,0,INTER BANK,,16286.61,2018-10-09,F,40,,,2018-10-09 03:00:00+00:00,76.0,CUS-2505971401,debit,138.58,-34.96,,
posted,0,PHONE BANK,,18610.14,2018-10-09,M,29,,,2018-10-09 03:00:00+00:00,43.0,CUS-261674136,debit,121.48,-30.75,,
posted,0,INTER BANK,,7969.21,2018-10-09,F,21,,,2018-10-09 04:00:00+00:00,20.0,CUS-134193016,debit,145.06,-37.95,,
posted,0,PAYMENT,,44999.76,2018-10-09,M,28,,,2018-10-09 04:00:00+00:00,30.0,CUS-2663907001,debit,151.12,-33.89,,
authorized,1,SALES-POS,b390bd6b-9e19-4a2d-8282-e81dcd657032,1257.37,2018-10-09,F,26,Nerang,QLD,2018-10-09 04:46:39+00:00,16.6,CUS-2487424745,debit,153.41,-27.95,153.34,-28.01
posted,0,INTER BANK,,19052.66,2018-10-09,M,38,,,2018-10-09 05:00:00+00:00,42.0,CUS-1478398256,debit,143.88,-37.66,,
posted,0,PAYMENT,,8849.95,2018-10-09,F,34,,,2018-10-09 05:00:00+00:00,20.0,CUS-4142663097,debit,130.90,-12.37,,
posted,0,PAYMENT,,14203.64,2018-10-09,F,39,,,2018-10-09 06:00:00+00:00,21.0,CUS-2376382098,debit,151.04,-33.80,,
posted,0,PAYMENT,,17418.39,2018-10-09,M,20,,,2018-10-09 07:00:00+00:00,39.0,CUS-2110742437,debit,138.56,-35.27,,
posted,0,PAYMENT,,8604.2,2018-10-09,M,20,,,2018-10-09 07:00:00+00:00,34.0,CUS-2484453271,debit,145.23,-37.86,,
posted,0,PAYMENT,,1221.37,2018-10-09,F,26,,,2018-10-09 07:00:00+00:00,36.0,CUS-2487424745,debit,153.41,-27.95,,
authorized,1,POS,22e0b7e5-bd9f-45c6-a7ad-6f3db34ed52b,15614.19,2018-10-09,M,24,Capalaba,QLD,2018-10-09 07:27:08+00:00,25.48,CUS-51506836,debit,152.99,-27.49,153.2,-27.55
posted,0,PAYMENT,,19304.57,2018-10-09,F,35,,,2018-10-09 08:00:00+00:00,36.0,CUS-2155701614,debit,144.96,-37.84,,
authorized,1,SALES-POS,38c1492f-bb0b-4735-9cf5-55c96f75311e,12923.3,2018-10-09,M,28,Newman,WA,2018-10-09 08:10:11+00:00,11.76,CUS-4023861240,debit,147.63,-22.84,119.99,-22.91
authorized,1,POS,98cf449f-37ff-4b94-84e6-52e6b0d31d25,7154.82,2018-10-09,F,27,Midland,WA,2018-10-09 08:29:03+00:00,81.31,CUS-3026014945,debit,116.06,-32.00,116.02,-31.89
authorized,1,SALES-POS,603c0f89-3378-4f11-8418-4b65c1321390,10144.54,2018-10-09,M,26,Footscray,VIC,2018-10-09 08:47:55+00:00,7.94,CUS-880898248,debit,144.89,-37.69,144.9,-37.8
posted,0,INTER BANK,,44970.76,2018-10-09,M,28,,,2018-10-09 09:00:00+00:00,29.0,CUS-2663907001,debit,151.12,-33.89,,
posted,0,PAYMENT,,6458.23,2018-10-09,F,26,,,2018-10-09 09:00:00+00:00,90.0,CUS-331942311,debit,151.27,-33.85,,
posted,0,PAYMENT,,14229.45,2018-10-09,F,19,,,2018-10-09 09:00:00+00:00,54.0,CUS-883482547,debit,150.82,-34.01,,
authorized,1,SALES-POS,b952dc05-e859-4ade-b09f-1a138db6d88b,63355.51,2018-10-09,M,33,Strathmore,VIC,2018-10-09 09:03:03+00:00,62.15,CUS-3117610635,debit,145.13,-37.70,144.9,-37.73
authorized,1,SALES-POS,ecfa48c1-8eb4-4066-a210-777d0b41c414,10110.94,2018-10-09,M,26,Ashburton,VIC,2018-10-09 09:11:31+00:00,33.6,CUS-880898248,debit,144.89,-37.69,145.09,-37.87
authorized,1,SALES-POS,2ae365f3-25c8-4c87-8d16-065834f2f69d,61622.37,2018-10-09,M,19,Subiaco,WA,2018-10-09 09:19:59+00:00,10.24,CUS-1609060617,debit,115.90,-31.92,115.83,-31.94
authorized,1,POS,f66c8a8b-04da-4908-afbf-6a5fe6c5c6d2,5222.92,2018-10-09,M,37,Paradise Point,QLD,2018-10-09 09:28:28+00:00,18.26,CUS-2695611575,debit,153.32,-27.93,153.39,-27.89
authorized,0,POS,0f9c8b05-4aaf-4114-bb61-9837dc31e971,5219.86,2018-10-09,F,24,Airport West,VIC,2018-10-09 09:36:56+00:00,18.35,CUS-3378712515,debit,145.45,-37.74,144.89,-37.71
authorized,1,POS,3df82b4a-7300-4ebe-9660-0d810bb28410,14283.45,2018-10-09,F,19,Frenchs Forest,NSW,2018-10-09 09:45:25+00:00,59.98,CUS-883482547,debit,150.82,-34.01,151.24,-33.75
authorized,1,SALES-POS,66905292-e14e-484f-97c0-1e8c41ed1ede,6623.2,2018-10-09,M,44,Melbourne,VIC,2018-10-09 09:53:53+00:00,13.06,CUS-1233833708,debit,145.18,-37.90,144.96,-37.81
posted,0,PAYMENT,,63243.51,2018-10-09,M,33,,,2018-10-09 10:00:00+00:00,112.0,CUS-3117610635,debit,145.13,-37.70,,
authorized,1,POS,45216199-f3a3-450b-ae2e-177f0d09a5c5,4901.61,2018-10-09,M,20,Flemington,VIC,2018-10-09 10:05:57+00:00,33.13,CUS-3325710106,debit,145.04,-37.92,144.93,-37.79
authorized,1,POS,00dd8b3e-72dc-4965-b8e3-9acf0289405d,25038.61,2018-10-09,F,34,Albany,WA,2018-10-09 10:27:14+00:00,16.0,CUS-1196156254,debit,138.52,-35.01,117.88,-35.02
authorized,0,SALES-POS,c22d6980-a3dd-4518-9658-3f1e3313102c,4881.41,2018-10-09,M,20,Bentleigh East,VIC,2018-10-09 10:48:30+00:00,20.2,CUS-3325710106,debit,145.04,-37.92,145.06,-37.92
posted,0,PAYMENT,,19259.57,2018-10-09,F,35,,,2018-10-09 11:00:00+00:00,45.0,CUS-2155701614,debit,144.96,-37.84,,
authorized,1,POS,1a642b2b-4105-4b4f-8d30-3ec8171706a5,63210.95,2018-10-09,M,33,West Footscray,VIC,2018-10-09 11:04:04+00:00,32.56,CUS-3117610635,debit,145.13,-37.70,144.88,-37.8
authorized,1,SALES-POS,aedfddb2-b3b2-46bc-a2be-22b6733fe7b8,6508.71,2018-10-09,M,44,Sunshine North,VIC,2018-10-09 11:12:55+00:00,114.49,CUS-1233833708,debit,145.18,-37.90,144.82,-37.77
authorized,1,SALES-POS,a0c40ba9-0cc6-49b1-8bdf-743091136426,7803.42,2018-10-09,M,38,Albany,WA,2018-10-09 11:21:46+00:00,22.96,CUS-1604596597,debit,138.67,-34.86,117.88,-35.03
authorized,1,SALES-POS,d7715663-39b1-405a-8a79-d76feaa1f5ca,5501.12,2018-10-09,M,42,Katoomba,NSW,2018-10-09 11:30:37+00:00,30.95,CUS-3904958894,debit,150.90,-33.78,150.32,-33.71
authorized,1,POS,80e35799-67a3-4502-93c1-7c06fe7bf2aa,5304.39,2018-10-09,F,18,Cherrybrook,NSW,2018-10-09 11:39:28+00:00,17.61,CUS-586638664,debit,150.79,-33.64,151.05,-33.72
authorized,1,POS,9bf1a1f0-92a2-4492-ab6d-e541bee98d43,3348.51,2018-10-09,M,24,Ringwood,VIC,2018-10-09 11:48:19+00:00,23.06,CUS-1433879684,debit,145.00,-37.83,145.23,-37.81
authorized,1,POS,3e111141-2bd3-4035-b228-64c2e2092109,25025.65,2018-10-09,F,34,Albany,WA,2018-10-09 11:57:10+00:00,12.96,CUS-1196156254,debit,138.52,-35.01,117.88,-35.02
posted,0,PAY/SALARY,,21702.81,2018-10-09,F,35,,,2018-10-09 12:00:00+00:00,2443.24,CUS-2155701614,credit,144.96,-37.84,,
posted,0,PAYMENT,,44822.76,2018-10-09,M,28,,,2018-10-09 12:00:00+00:00,148.0,CUS-2663907001,debit,151.12,-33.89,,
posted,0,INTER BANK,,14238.74,2018-10-09,M,35,,,2018-10-09 12:00:00+00:00,73.0,CUS-2738291516,debit,153.02,-27.66,,
posted,0,PAY/SALARY,,65929.46,2018-10-09,M,33,,,2018-10-09 12:00:00+00:00,2718.51,CUS-3117610635,credit,145.13,-37.70,,
authorized,1,POS,51f6a542-c40d-4474-9ef3-f9fb37327f3a,11463.83,2018-10-09,M,31,Crows Nest,NSW,2018-10-09 12:14:46+00:00,221.14,CUS-2083971310,debit,151.11,-33.99,151.2,-33.83
authorized,1,POS,ba206cd5-781c-43b7-aace-f65100831212,565.53,2018-10-09,M,38,Casula,NSW,2018-10-09 12:36:31+00:00,23.99,CUS-2142601169,debit,151.23,-33.94,150.91,-33.95
authorized,1,SALES-POS,74abca52-02e5-4f70-ab6a-205cf19e5003,5204.64,2018-10-09,F,24,Glenroy,VIC,2018-10-09 12:58:15+00:00,15.22,CUS-3378712515,debit,145.45,-37.74,144.92,-37.71
posted,0,PAY/SALARY,,5692.83,2018-10-09,M,31,,,2018-10-09 13:00:00+00:00,996.24,CUS-3129499595,credit,150.92,-33.77,,
posted,0,PAY/SALARY,,19041.24,2018-10-09,M,42,,,2018-10-09 13:00:00+00:00,1757.81,CUS-3395687666,credit,149.03,-35.25,,
authorized,1,POS,e449ea4c-04e0-4958-bcd1-6a5d531f8e8c,559.1,2018-10-09,M,38,Alexandria,NSW,2018-10-09 13:20:26+00:00,6.43,CUS-2142601169,debit,151.23,-33.94,151.2,-33.92
authorized,0,POS,79e87fa1-250c-4eef-bef1-d13650738394,13762.52,2018-10-09,M,39,Rockbank,VIC,2018-10-09 13:42:39+00:00,27.53,CUS-1790886359,debit,145.17,-37.84,144.63,-37.71
posted,0,PAYMENT,,24972.1,2018-10-09,F,34,,,2018-10-09 14:00:00+00:00,39.0,CUS-1196156254,debit,138.52,-35.01,,
posted,0,PAY/SALARY,,6174.3,2018-10-09,F,18,,,2018-10-09 14:00:00+00:00,761.33,CUS-1842679196,credit,138.61,-34.89,,
posted,0,PAYMENT,,28534.21,2018-10-09,F,50,,,2018-10-09 14:00:00+00:00,171.0,CUS-2977593493,debit,144.96,-37.69,,
posted,0,PAYMENT,,10134.29,2018-10-09,M,27,,,2018-10-09 14:00:00+00:00,28.0,CUS-3180318393,debit,144.71,-37.58,,
posted,0,PAY/SALARY,,7127.99,2018-10-09,F,21,,,2018-10-09 14:00:00+00:00,1037.07,CUS-809013380,credit,114.62,-28.80,,
authorized,0,SALES-POS,0cd4b13e-0508-4cd6-8b65-20955b51e629,5558.7,2018-10-09,M,25,Melbourne,VIC,2018-10-09 14:03:14+00:00,12.04,CUS-2178051368,debit,145.73,-17.03,144.98,-37.83
authorized,1,POS,78f073e0-be8f-490e-bce4-62b2dfbff291,11452.8,2018-10-09,M,31,Kadina,SA,2018-10-09 14:17:56+00:00,11.03,CUS-2083971310,debit,151.11,-33.99,137.72,-33.96
authorized,0,POS,c4c92c60-380c-45de-a8b6-12c6e6a97c59,7127.05,2018-10-09,F,27,Bellevue,WA,2018-10-09 14:32:38+00:00,27.77,CUS-3026014945,debit,116.06,-32.00,116.02,-31.9
authorized,1,POS,d425e815-9a0a-4a4a-b9b7-9394dc05f22c,25011.1,2018-10-09,F,34,Albany,WA,2018-10-09 14:47:21+00:00,14.55,CUS-1196156254,debit,138.52,-35.01,117.88,-35.03
posted,0,PAYMENT,,6616.04,2018-10-09,F,25,,,2018-10-09 15:00:00+00:00,32.0,CUS-1669695324,debit,115.74,-31.72,,
posted,0,PAYMENT,,32693.21,2018-10-09,F,43,,,2018-10-09 15:00:00+00:00,101.0,CUS-3255104878,debit,145.35,-38.03,,
authorized,1,POS,480fbc21-d150-4332-b961-22590e70de9b,7784.85,2018-10-09,M,38,Bomaderry,NSW,2018-10-09 15:01:49+00:00,18.57,CUS-1604596597,debit,138.67,-34.86,150.6,-34.84
authorized,1,SALES-POS,b695aa53-1443-4029-8404-f93e5b381d72,202191.53,2018-10-09,F,40,Craigieburn,VIC,2018-10-09 15:14:48+00:00,27.54,CUS-527400765,debit,143.83,-37.66,144.94,-37.6
authorized,1,SALES-POS,40bcf29f-51ae-48b0-9c99-aadccc325e10,14193.74,2018-10-09,F,19,Bondi Junction,NSW,2018-10-09 15:27:47+00:00,35.71,CUS-883482547,debit,150.82,-34.01,151.25,-33.9
authorized,0,SALES-POS,ea70ee79-20a2-4171-93eb-55a3908253d4,59038.93,2018-10-09,M,38,Burleigh Heads,QLD,2018-10-09 15:40:46+00:00,80.99,CUS-495599312,debit,130.98,-12.49,153.42,-28.1
authorized,1,POS,916b2544-6af9-4b19-85f6-d478891dde86,6871.66,2018-10-09,F,41,Eltham,VIC,2018-10-09 15:53:45+00:00,60.26,CUS-2348881191,debit,144.93,-37.79,145.15,-37.71
posted,0,PAY/SALARY,,6864.62,2018-10-09,F,53,,,2018-10-09 16:00:00+00:00,970.47,CUS-1005756958,credit,153.03,-27.51,,
posted,0,INTER BANK,,1129.37,2018-10-09,F,26,,,2018-10-09 16:00:00+00:00,92.0,CUS-2487424745,debit,153.41,-27.95,,
posted,0,PAYMENT,,12465.58,2018-10-09,M,25,,,2018-10-09 16:00:00+00:00,46.0,CUS-3989008654,debit,115.79,-31.94,,
authorized,1,SALES-POS,d5e0135b-d063-45f0-9696-81ece6091c26,24949.88,2018-10-09,F,34,Mount Clarence,WA,2018-10-09 16:12:05+00:00,22.22,CUS-1196156254,debit,138.52,-35.01,117.91,-35.03
authorized,1,POS,b9f56be0-1eda-448d-b3a3-d2cbfa2eed03,18591.53,2018-10-09,M,40,Campsie,NSW,2018-10-09 16:35:20+00:00,15.32,CUS-2031327464,debit,151.23,-33.96,151.1,-33.91
authorized,1,SALES-POS,e4bc12e1-0e87-439e-bc3b-961a06af1371,65901.31,2018-10-09,M,33,South Yarra,VIC,2018-10-09 16:58:36+00:00,28.15,CUS-3117610635,debit,145.13,-37.70,145,-37.84
posted,0,PAYMENT,,10573.54,2018-10-09,M,44,,,2018-10-09 17:00:00+00:00,27.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,PAY/SALARY,,1561.23,2018-10-09,M,38,,,2018-10-09 17:00:00+00:00,1002.13,CUS-2142601169,credit,151.23,-33.94,,
posted,0,PAY/SALARY,,21581.92,2018-10-09,F,38,,,2018-10-09 17:00:00+00:00,1541.12,CUS-2206365095,credit,144.89,-37.81,,
posted,0,PAY/SALARY,,5981.11,2018-10-09,M,20,,,2018-10-09 17:00:00+00:00,1099.7,CUS-3325710106,credit,145.04,-37.92,,
posted,0,PAY/SALARY,,7532.54,2018-10-09,F,47,,,2018-10-09 17:00:00+00:00,1272.47,CUS-3716701010,credit,115.72,-32.28,,
posted,0,INTER BANK,,5481.12,2018-10-09,M,42,,,2018-10-09 17:00:00+00:00,20.0,CUS-3904958894,debit,150.90,-33.78,,
posted,0,PAY/SALARY,,7323.66,2018-10-09,M,23,,,2018-10-09 17:00:00+00:00,982.71,CUS-511326734,credit,150.90,-34.37,,
posted,0,PAYMENT,,5227.94,2018-10-09,F,35,,,2018-10-09 17:00:00+00:00,1180.0,CUS-72755508,debit,150.62,-33.76,,
authorized,1,POS,1ddf7d5d-8a4c-480d-8068-95659f2c9580,7811.75,2018-10-09,F,20,Warwick,WA,2018-10-09 17:17:44+00:00,17.14,CUS-127297539,debit,115.79,-31.79,115.81,-31.84
authorized,1,SALES-POS,7ea4144d-c0c4-41c3-91a6-b4eb02051a2a,10712.54,2018-10-09,M,19,Bibra Lake,WA,2018-10-09 17:36:36+00:00,23.18,CUS-443776336,debit,115.98,-32.07,115.8,-32.1
authorized,1,SALES-POS,d582810b-04c5-4fec-9016-ab0ee3c27e01,202153.32,2018-10-09,F,40,Tarneit,VIC,2018-10-09 17:55:28+00:00,38.21,CUS-527400765,debit,143.83,-37.66,144.69,-37.84
posted,0,PAYMENT,,22688.41,2018-10-09,F,46,,,2018-10-09 18:00:00+00:00,45.0,CUS-1499065773,debit,151.09,-33.91,,
posted,0,INTER BANK,,43693.72,2018-10-09,M,38,,,2018-10-09 18:00:00+00:00,29.0,CUS-3249305314,debit,151.27,-33.90,,
posted,0,PAYMENT,,202124.32,2018-10-09,F,40,,,2018-10-09 18:00:00+00:00,29.0,CUS-527400765,debit,143.83,-37.66,,
authorized,1,POS,165ae310-aa9e-43b6-b875-f996db6586bd,15580.63,2018-10-09,M,24,Brisbane City,QLD,2018-10-09 18:24:30+00:00,33.56,CUS-51506836,debit,152.99,-27.49,153.03,-27.47
authorized,0,POS,4bf96cad-fb6e-481b-b093-5b37aeb3a6d2,6684.55,2018-10-09,F,24,Mount Hawthorn,WA,2018-10-09 18:56:46+00:00,27.37,CUS-423725039,debit,116.00,-31.88,115.84,-31.92
posted,0,INTER BANK,,7837.78,2018-10-09,F,20,,,2018-10-09 19:00:00+00:00,115.0,CUS-164374203,debit,150.68,-33.79,,
authorized,1,SALES-POS,95acff5e-45de-453d-9fa3-fd055412b58c,10651.37,2018-10-09,M,19,Mirrabooka,WA,2018-10-09 19:17:59+00:00,61.17,CUS-443776336,debit,115.98,-32.07,115.86,-31.87
authorized,1,POS,780c3e1e-47b6-49d3-a59f-6c86b4d1c924,1115.85,2018-10-09,F,26,Ormeau,QLD,2018-10-09 19:37:59+00:00,13.52,CUS-2487424745,debit,153.41,-27.95,153.25,-27.76
authorized,1,POS,a1dbeae7-c107-43c9-8d39-b7011109179d,65886.48,2018-10-09,M,33,Wantirna South,VIC,2018-10-09 19:57:59+00:00,14.83,CUS-3117610635,debit,145.13,-37.70,145.24,-37.87
posted,0,PAYMENT,,14056.85,2018-10-09,M,52,,,2018-10-09 20:00:00+00:00,20.0,CUS-134833760,debit,116.02,-31.87,,
posted,0,PAYMENT,,13728.52,2018-10-09,M,39,,,2018-10-09 20:00:00+00:00,34.0,CUS-1790886359,debit,145.17,-37.84,,
authorized,1,POS,c779eef1-9c7e-4b3d-beab-34c4c44add73,7121.06,2018-10-09,F,27,Fremantle,WA,2018-10-09 20:21:57+00:00,5.99,CUS-3026014945,debit,116.06,-32.00,115.75,-32.05
authorized,1,POS,4a343ec1-48cf-499e-99bf-6cbe7db9c538,14169.36,2018-10-09,F,19,Dee Why,NSW,2018-10-09 20:46:20+00:00,24.38,CUS-883482547,debit,150.82,-34.01,151.28,-33.76
posted,0,INTER BANK,,68537.45,2018-10-09,M,40,,,2018-10-09 21:00:00+00:00,88.0,CUS-1816693151,debit,115.83,-31.90,,
authorized,0,SALES-POS,19e5d2d7-988b-44ff-a1b0-7523717189c3,7648.94,2018-10-09,M,21,Sydney,NSW,2018-10-09 21:09:09+00:00,84.05,CUS-537508723,debit,147.08,-37.97,151.21,-33.87
authorized,1,SALES-POS,0bb9a68e-ba79-4ca9-adea-b92d1768eb5e,24826.18,2018-10-09,F,34,Perth,WA,2018-10-09 21:29:59+00:00,123.7,CUS-1196156254,debit,138.52,-35.01,115.86,-31.95
authorized,1,POS,f51fc2a7-0502-4454-b619-e1ff20a862f6,14212.33,2018-10-09,M,35,Ringwood,QLD,2018-10-09 21:50:49+00:00,26.41,CUS-2738291516,debit,153.02,-27.66,152.23,-27.52
posted,0,PAYMENT,,10414.54,2018-10-09,M,44,,,2018-10-09 22:00:00+00:00,159.0,CUS-1892177589,debit,144.79,-37.73,,
posted,0,PAYMENT,,115110.97,2018-10-09,M,42,,,2018-10-09 22:00:00+00:00,187.0,CUS-2819545904,debit,148.16,-23.52,,
authorized,1,SALES-POS,6f6529ab-ec81-49a1-bcb9-fd4462368270,6843.8,2018-10-09,F,41,Mount Waverley,VIC,2018-10-09 22:23:19+00:00,27.86,CUS-2348881191,debit,144.93,-37.79,145.14,-37.89
posted,0,PAYMENT,,8521.69,2018-10-09,M,22,,,2018-10-09 23:00:00+00:00,40.0,CUS-1617121891,debit,255.00,-573.00,,
authorized,1,SALES-POS,85ce7f6f-63f0-4a59-8e8b-b0353ee225a7,5215.37,2018-10-09,M,37,Biggera Waters,QLD,2018-10-09 23:03:14+00:00,7.55,CUS-2695611575,debit,153.32,-27.93,153.39,-27.93
authorized,0,POS,29d4f89d-e0bc-4ade-bdcc-a8f66b912e8b,7106.8,2018-10-09,F,27,Southern River,WA,2018-10-09 23:30:16+00:00,14.26,CUS-3026014945,debit,116.06,-32.00,115.95,-32.1
authorized,1,POS,51f03efa-4903-425b-b27e-c7ecfbc7789d,5194.25,2018-10-09,F,35,Parramatta,NSW,2018-10-09 23:57:17+00:00,33.69,CUS-72755508,debit,150.62,-33.76,151.02,-33.81
authorized,1,SALES-POS,c43b9034-b67b-41f8-b5eb-b019056a3387,10099.71,2018-10-10,M,26,Alexandria,NSW,2018-10-10 01:11:59+00:00,11.23,CUS-880898248,debit,144.89,-37.69,151.2,-33.92
authorized,1,SALES-POS,2524fe8b-0b41-460d-b7d6-77fdba54657d,7745.8,2018-10-10,F,20,Clontarf,NSW,2018-10-10 01:34:13+00:00,65.95,CUS-127297539,debit,115.79,-31.79,151.26,-33.81
authorized,1,SALES-POS,2c1b1acc-257c-436a-91a5-030203816469,14180.09,2018-10-10,M,35,Toowoomba City,QLD,2018-10-10 01:56:26+00:00,32.24,CUS-2738291516,debit,153.02,-27.66,151.95,-27.56
posted,0,PAYMENT,,58961.93,2018-10-10,M,38,,,2018-10-10 02:00:00+00:00,77.0,CUS-495599312,debit,130.98,-12.49,,
authorized,1,SALES-POS,0bee35e7-b6d4-44ea-a9d7-c025acdc3d0e,68484.19,2018-10-10,M,40,Sorrento,WA,2018-10-10 02:29:59+00:00,53.26,CUS-1816693151,debit,115.83,-31.90,115.76,-31.82
posted,0,INTER BANK,,24657.18,2018-10-10,F,34,,,2018-10-10 03:00:00+00:00,169.0,CUS-1196156254,debit,138.52,-35.01,,
authorized,1,POS,25d49778-24b9-43de-9e83-e86795d3d2fe,21557.95,2018-10-10,F,38,Hamilton,VIC,2018-10-10 04:02:46+00:00,23.97,CUS-2206365095,debit,144.89,-37.81,142.03,-37.74
authorized,1,SALES-POS,bb518a7e-78c0-49df-89c7-1901da66f246,6820.66,2018-10-10,F,41,Lyndhurst,VIC,2018-10-10 04:30:33+00:00,23.14,CUS-2348881191,debit,144.93,-37.79,145.25,-38.08
authorized,1,POS,b755a38f-b8d8-48a4-800a-63db88276e34,3914.55,2018-10-10,M,30,Oodnadatta,SA,2018-10-10 04:58:19+00:00,50.56,CUS-860700529,debit,153.05,-27.61,135.45,-27.55
posted,0,INTER BANK,,18570.53,2018-10-10,M,40,,,2018-10-10 06:00:00+00:00,21.0,CUS-2031327464,debit,151.23,-33.96,,
posted,0,PAYMENT,,15392.01,2018-10-10,M,19,,,2018-10-10 06:00:00+00:00,27.0,CUS-2317998716,debit,146.94,-36.04,,
